"dh.date","dh.hour","sessions","impressions","clicks","conversions","revenue","payout"
"2025-09-15","19","18127","18377","992","43","856","560.04"
"2025-09-15","20","16432","17010","934","46","1056.7","701.4199999999998"
"2025-09-15","21","14128","14438","890","47","668.5","450.41999999999973"
"2025-09-15","22","11172","11428","837","39","753","499.48999999999984"
"2025-09-15","23","8153","8140","585","39","880.6","573.2499999999998"
"2025-09-16","0","11205","19242","448","83","589.1","402.56000000000006"
"2025-09-16","1","7114","10050","395","74","252.5","179.20000000000002"
"2025-09-16","2","5564","6201","327","80","345.5","244.36999999999995"
"2025-09-16","3","5210","5686","315","98","173","133.06999999999994"
"2025-09-16","4","6681","7306","336","87","399","293.75"
"2025-09-16","5","10026","10963","350","95","469.5","330.52000000000015"
"2025-09-16","6","14661","16141","492","117","762","527.5900000000001"
"2025-09-16","7","13017","15800","584","139","1006.5999999999999","684.1700000000005"
"2025-09-16","8","17177","20360","804","161","1024","705.6500000000008"
"2025-09-16","9","19986","24473","900","144","1443","968.75"
"2025-09-16","10","20742","24855","907","145","2415.5","1598.8999999999999"
"2025-09-16","11","23218","27199","1005","126","1239.5","835.1"
"2025-09-16","12","21131","23602","907","119","2014.8","1330.9299999999998"
"2025-09-16","13","19769","21112","887","137","1438.22","963.9699999999997"
"2025-09-16","14","20151","21293","909","108","889.14","594.9799999999999"
"2025-09-16","15","19901","20318","956","121","1099.87","746.9300000000002"
"2025-09-16","16","19575","19439","979","174","2059","1353.3000000000009"
"2025-09-16","17","19780","19296","925","103","1182","787.2"
"2025-09-16","18","19015","18121","813","48","798.5","532.3499999999999"
"2025-09-16","19","17940","17386","930","42","824","540.4"
"2025-09-16","20","16174","15681","883","42","1168.6","765.5099999999996"
"2025-09-16","21","14610","14391","907","34","732","484.39999999999986"
"2025-09-16","22","11242","11062","866","32","613.5","405.8500000000001"
"2025-09-16","23","7469","7208","541","35","653.8","431.98"
"2025-09-17","0","10262","17817","415","64","588","397.3000000000001"
"2025-09-17","1","7077","9737","402","76","672.5","455.4599999999999"
"2025-09-17","2","5318","6160","343","72","267","189.68000000000006"
"2025-09-17","3","5246","5456","359","201","2272","1544.489999999999"
"2025-09-17","4","6824","7243","341","91","399.8","289.3499999999999"
"2025-09-17","5","10331","11263","438","102","634.5","448.40000000000003"
"2025-09-17","6","14911","16211","483","128","768.5","540.75"
"2025-09-17","7","12391","14581","605","115","1329","894.65"
"2025-09-17","8","16757","20281","828","146","1152.5","772.6500000000008"
"2025-09-17","9","19102","23147","908","182","1969.5","1307.499999999996"
"2025-09-17","10","20387","24197","908","162","1942.8","1281.4299999999969"
"2025-09-17","11","23070","26688","1060","141","2232","1473.35"
"2025-09-17","12","21688","22523","920","245","3411","2313.000000000001"
"2025-09-17","13","20581","21121","952","130","1565","1035.2"
"2025-09-17","14","21635","23595","887","147","1617.57","1080.7200000000003"
"2025-09-17","15","21938","23744","952","163","1357.29","901.3599999999997"
"2025-09-17","16","22005","23311","962","179","1257.1599999999999","839.7299999999991"
"2025-09-17","17","23167","23507","748","705","7078.000000000001","4775.169999999998"
"2025-09-17","18","21408","20950","688","241","2727.5","1820.7000000000005"
"2025-09-17","19","19115","19301","573","63","1076.8","711.2599999999993"
"2025-09-17","20","17370","17051","565","44","1044","683.97"
"2025-09-17","21","15306","15497","553","40","967","638.1299999999999"
"2025-09-17","22","11863","11819","523","45","689","460.62"
"2025-09-17","23","9010","8671","361","38","825.5","549.04"
"2025-09-18","0","11742","19985","473","76","627.5","424.8300000000001"
"2025-09-18","1","8135","11311","398","82","775.5","528.8000000000002"
"2025-09-18","2","6102","6736","347","69","537","364.8799999999999"
"2025-09-18","3","6308","6885","332","86","274","196.40999999999997"
"2025-09-18","4","8712","9761","376","90","561.5","399.78000000000003"
"2025-09-18","5","13203","14976","457","102","784.5","534.8300000000002"
"2025-09-18","6","15630","18417","600","127","1640.5","1106.54"
"2025-09-18","7","15818","19141","692","155","1592.5","1052.4600000000007"
"2025-09-18","8","24665","28946","5484","109","2194","1430.9099999999964"
"2025-09-18","9","27083","31537","5763","112","1838","1217.529999999999"
"2025-09-18","10","26443","30005","4444","88","2059.5","1345.3500000000006"
"2025-09-18","11","25132","28002","1220","118","1445.8","947.1100000000005"
"2025-09-18","12","24115","25918","1156","275","3797","2576.210000000001"
"2025-09-18","13","23315","25065","1028","130","2041.3100000000002","1340.150000000001"
"2025-09-18","14","23036","24506","1027","142","1702.06","1123.8499999999995"
"2025-09-18","15","22350","23625","891","124","1138","757.7399999999993"
"2025-09-18","16","22396","23721","940","129","1054.62","704.93"
"2025-09-18","17","17615","19686","946","313","3145.63","1951.0099999999984"
"2025-09-18","18","15064","16165","537","57","949.5","628.3199999999996"
"2025-09-18","19","14249","15304","527","49","605","397.52000000000044"
"2025-09-18","20","13611","14678","503","39","846.5","558.7500000000001"
"2025-09-18","21","13686","14246","578","140","975.5","648.8000000000004"
"2025-09-18","22","13157","12503","676","272","1093","742.1500000000009"
"2025-09-18","23","7316","7386","513","149","740.3","501.32999999999987"
"2025-09-19","0","11589","17481","496","117","1640.5","1117.5899999999995"
"2025-09-19","1","8361","9659","484","63","768","520.5800000000002"
"2025-09-19","2","6525","7487","385","79","449.8","315.6400000000002"
"2025-09-19","3","6847","7858","326","55","593","401.3700000000003"
"2025-09-19","4","9258","10669","344","50","500.5","341.6000000000001"
"2025-09-19","5","14053","17517","418","76","821","544.39"
"2025-09-19","6","20408","26467","572","81","886.3","591.3399999999998"
"2025-09-19","7","18512","23902","698","98","2000.95","1320.8099999999984"
"2025-09-19","8","22953","29327","847","107","1551.3","1031.310000000001"
"2025-09-19","9","27770","34883","1026","162","3028.5","2024.579999999998"
"2025-09-19","10","26857","34248","889","89","2049.3","1351.4000000000008"
"2025-09-19","11","28736","35721","1017","77","2578.5","1695.9999999999995"
"2025-09-19","12","27129","29720","1099","277","4121","2834.7799999999997"
"2025-09-19","13","26586","28090","1009","112","2105","1406.2499999999998"
"2025-09-19","14","26612","28171","1159","102","1600.5","1048.5499999999997"
"2025-09-19","15","27171","29855","1535","130","2272.3","1494.4799999999993"
"2025-09-19","16","27502","31907","1215","131","2164.84","1424.7399999999998"
"2025-09-19","17","27404","29538","1261","144","1570.87","1054.5300000000002"
"2025-09-19","18","26414","25926","1063","125","1150.17","770.8300000000002"
"2025-09-19","19","23522","23340","1020","82","937","620.05"
"2025-09-19","20","20878","20903","979","101","1035.18","685.5"
"2025-09-19","21","18472","18374","896","94","937.5","630.1999999999999"
"2025-09-19","22","15417","15244","820","102","472.8","319.62999999999994"
"2025-09-19","23","10454","10347","634","91","1308.5","895.5000000000001"
"2025-09-20","0","13032","21489","534","79","567.5","387.30000000000075"
"2025-09-20","1","8572","9650","412","60","530","362.25000000000045"
"2025-09-20","2","6442","7230","318","46","308","215.1999999999999"
"2025-09-20","3","5288","5762","295","46","447","295.6000000000005"
"2025-09-20","4","6051","6760","342","41","300.5","208.54999999999995"
"2025-09-20","5","9000","9591","651","56","453.5","309.15000000000026"
"2025-09-20","6","12726","13849","532","44","356.5","235.99999999999994"
"2025-09-20","7","9299","11516","540","59","1271.5","840.1500000000001"
"2025-09-20","8","13659","17102","709","89","1344","911.1000000000005"
"2025-09-20","9","18242","22452","780","65","938.5","634.0000000000002"
"2025-09-20","10","22498","27380","1043","89","1813.5","1186.1999999999998"
"2025-09-20","11","24386","28833","1049","92","1749.3","1154.0799999999997"
"2025-09-20","12","26625","30855","982","98","1623.5","1071.05"
"2025-09-20","13","26274","29828","1038","104","1325.98","881.3299999999999"
"2025-09-20","14","25378","29160","929","88","1623","1077.9499999999998"
"2025-09-20","15","26053","29840","1094","285","3856.4","2637.23"
"2025-09-20","16","25919","29119","1081","117","1119","745.5999999999998"
"2025-09-20","17","26533","29293","1074","138","873.06","590.23"
"2025-09-20","18","25198","27223","1076","135","1137.5","755.0999999999995"
"2025-09-20","19","22034","23806","1074","142","973.7","655.3999999999999"
"2025-09-20","20","19674","21569","1014","102","938.5","626.6500000000001"
"2025-09-20","21","16664","16209","931","121","1087.3","731.4799999999997"
"2025-09-20","22","13668","13548","836","104","707.5","470.29999999999984"
"2025-09-20","23","9927","9581","674","98","954","653.1999999999999"
"2025-09-21","0","12524","20410","549","110","970.3","646.8800000000011"
"2025-09-21","1","8461","9320","464","76","650.5","445.65000000000043"
"2025-09-21","2","5958","6525","398","70","428.5","301.3500000000005"
"2025-09-21","3","4898","5144","292","71","426.6","290.31000000000034"
"2025-09-21","4","4969","5209","305","29","218.5","150.04999999999998"
"2025-09-21","5","6478","6637","268","45","799.5","537.4000000000002"
"2025-09-21","6","11041","11427","340","49","324","225.68"
"2025-09-21","7","6491","8158","439","67","946.5","641.8000000000003"
"2025-09-21","8","9417","11430","523","85","843","565.8000000000003"
"2025-09-21","9","13542","16051","679","83","1194.5","781.6500000000003"
"2025-09-21","10","17086","19808","810","66","780","529.7"
"2025-09-21","11","20723","23432","951","78","1129.8","770.9300000000001"
"2025-09-21","12","28654","31190","1015","300","3070","2125.6500000000005"
"2025-09-21","13","39212","40891","1024","155","1054.5","713.9"
"2025-09-21","14","36929","39099","1022","121","1121.2","750.3199999999998"
"2025-09-21","15","37160","39645","1093","126","1505.21","996.6299999999999"
"2025-09-21","16","37847","40552","1042","126","779.96","522.82"
"2025-09-21","17","34390","37192","928","123","956","631.9"
"2025-09-21","18","32152","34932","1033","129","916","609.1999999999999"
"2025-09-21","19","17903","21199","946","110","657.5","442"
"2025-09-21","20","16101","19546","875","123","1160.22","775.0599999999998"
"2025-09-21","21","13507","16398","858","50","782","518.5999999999999"
"2025-09-21","22","11057","12651","777","29","538","356.69999999999993"
"2025-09-21","23","7819","9168","518","25","503","334.2"
"2025-09-22","0","10134","13020","410","46","223.5","146.89999999999992"
"2025-09-22","1","7516","8018","410","71","319","215.35000000000002"
"2025-09-22","2","5200","5364","273","37","247.5","168.79999999999998"
"2025-09-22","3","5123","5068","257","62","224.5","153.99999999999994"
"2025-09-22","4","6447","6313","228","48","239.3","162.38000000000002"
"2025-09-22","5","10021","10389","329","73","309","201.89999999999995"
"2025-09-22","6","11480","12759","396","63","443.5","302.0999999999999"
"2025-09-22","7","10841","12719","477","72","595.8","394.5300000000003"
"2025-09-22","8","15793","18952","627","107","1335","883.6500000000007"
"2025-09-22","9","18280","22876","747","90","1117.5","738.6500000000003"
"2025-09-22","10","19980","24296","833","86","1660","1096.95"
"2025-09-22","11","23846","29126","917","95","1512.8","998.5499999999998"
"2025-09-22","12","21952","26478","845","267","4221.66","2846.5100000000007"
"2025-09-22","13","21604","26006","799","94","1970.96","1312.8899999999999"
"2025-09-22","14","22093","26517","842","99","1277.6","842.3899999999999"
"2025-09-22","15","22630","27456","1014","124","1182.07","786.7499999999998"
"2025-09-22","16","21794","26071","1032","115","781.4000000000001","515.2799999999999"
"2025-09-22","17","21197","25378","1104","150","1617","1074.3499999999997"
"2025-09-22","18","19855","24016","961","133","1336","886.4500000000003"
"2025-09-22","19","18866","23284","904","136","1144.45","761.3699999999997"
"2025-09-22","20","17230","21641","871","117","877.4499999999999","582.5300000000001"
"2025-09-22","21","14748","18342","883","132","881.3","586.6299999999998"
"2025-09-22","22","11479","14567","806","145","1126","760.1199999999999"
"2025-09-22","23","7951","9501","539","32","578.8","377.53000000000003"
"2025-09-23","0","10696","13552","441","83","669.8","445.7700000000001"
"2025-09-23","1","7229","7677","343","59","646.5","429.85"
"2025-09-23","2","5608","5857","310","49","154","105.18000000000004"
"2025-09-23","3","5524","5569","259","39","266","177.81000000000006"
"2025-09-23","4","6697","6744","259","42","176.5","116.96000000000004"
"2025-09-23","5","9802","10451","303","66","384.5","266.55000000000007"
"2025-09-23","6","12550","14212","361","50","627","414.14"
"2025-09-23","7","12272","14661","568","85","666.5","448.02000000000004"
"2025-09-23","8","16396","20290","612","85","584.5","389.98000000000013"
"2025-09-23","9","19695","24897","801","114","1553.5","1031.1700000000003"
"2025-09-23","10","20655","25435","848","553","6252","4182.84"
"2025-09-23","11","23839","30328","792","973","10651.3","7108.709999999988"
"2025-09-23","12","22388","27797","823","209","2880.8","1960.5800000000008"
"2025-09-23","13","22503","27588","841","229","1890","1262.2500000000005"
"2025-09-23","14","22417","27023","834","162","1694.5","1123.8499999999995"
"2025-09-23","15","22859","27095","827","208","1527.6399999999999","1023.1799999999998"
"2025-09-23","16","22893","27039","856","196","1802.5","1216.6500000000005"
"2025-09-23","17","23249","26694","939","229","1654.74","1104.8400000000001"
"2025-09-23","18","20736","24453","725","41","861","562.9000000000001"
"2025-09-23","19","19144","22150","663","47","1042.8","693.7799999999999"
"2025-09-23","20","17313","20529","630","46","1399.3","921.6299999999999"
"2025-09-23","21","14689","18126","551","44","804.5","532.3500000000001"
"2025-09-23","22","11528","13765","505","34","867.5","566.6999999999999"
"2025-09-23","23","8366","10022","376","36","923.3","603.0799999999998"
"2025-09-24","0","10847","13553","460","65","597.5","400.89999999999986"
"2025-09-24","1","7189","7671","455","59","479.3","310.45999999999987"
"2025-09-24","2","5849","5912","345","41","659","409.3499999999998"
"2025-09-24","3","5482","5573","292","75","419","276.19999999999993"
"2025-09-24","4","7188","7452","252","35","298","197.19999999999996"
"2025-09-24","5","10518","11064","356","50","220","151.84999999999994"
"2025-09-24","6","13391","14564","477","73","1081.8","709.8600000000005"
"2025-09-24","7","12433","14595","562","82","1593.5","1047.5500000000013"
"2025-09-24","8","15948","19080","623","104","1321.8","873.1600000000011"
"2025-09-24","9","18719","22339","832","89","2104.5","1381.500000000001"
"2025-09-24","10","20323","24005","805","87","1701.5","1117.3999999999999"
"2025-09-24","11","22822","26932","993","89","1698","1127.8"
"2025-09-24","12","22849","26067","941","233","3923.1000000000004","2657.290000000001"
"2025-09-24","13","22812","25229","975","106","1968.93","1303.1099999999994"
"2025-09-24","14","25139","27601","1016","86","1661","1095.4999999999995"
"2025-09-24","15","25390","27882","1105","129","1745.3","1149.58"
"2025-09-24","16","24255","24015","1044","110","1331.5","886.5999999999998"
"2025-09-24","17","25648","24419","906","532","4999.33","3297.2000000000003"
"2025-09-24","18","22692","21503","765","165","1094.1999999999998","730.3299999999998"
"2025-09-24","19","22071","20825","800","176","922","628.6499999999997"
"2025-09-24","20","20226","19469","782","167","1051.5","716.9000000000001"
"2025-09-24","21","17642","17245","773","228","1283.5","875.8499999999997"
"2025-09-24","22","13963","13370","556","40","623","410.2"
"2025-09-24","23","9882","9243","422","28","772.5","512.1"
"2025-09-25","0","12802","15374","495","76","765","507.49999999999983"
"2025-09-25","1","8690","9312","448","61","503","331.5499999999999"
"2025-09-25","2","6846","7201","388","71","237.5","159.9999999999999"
"2025-09-25","3","6844","7309","376","83","282.5","192.94999999999993"
"2025-09-25","4","9027","10004","441","67","282","191.45"
"2025-09-25","5","13915","15538","442","85","507.5","343.84999999999997"
"2025-09-25","6","14233","16543","562","106","1136.5","747.2000000000008"
"2025-09-25","7","16608","19311","702","140","1335.5","886.3000000000002"
"2025-09-25","8","22225","25916","893","135","2138.5","1404.9500000000005"
"2025-09-25","9","25018","29170","1003","122","3039","2000.35"
"2025-09-25","10","25033","28734","913","89","2379","1561.3500000000001"
"2025-09-25","11","27692","31500","1156","140","2023.3","1338.0299999999997"
"2025-09-25","12","27337","30737","1238","251","4329.9","2850.25"
"2025-09-25","13","27443","28373","1066","162","2138.5","1399.56"
"2025-09-25","14","32325","32467","1092","268","2106.5","1386.6099999999963"
"2025-09-25","15","26672","26532","1067","163","1691","1125.1599999999999"
"2025-09-25","16","24699","24141","1078","177","2079.7","1382.0199999999998"
"2025-09-25","17","24768","23680","1021","137","1267.8","847.6800000000003"
"2025-09-25","18","23631","22689","855","517","5415.29","3587.3"
"2025-09-25","19","22437","21349","862","251","1137.5","762.8"
"2025-09-25","20","19877","18807","659","39","1019.2599999999999","677.74"
"2025-09-25","21","16925","16439","612","33","797.3","526.4800000000001"
"2025-09-25","22","14038","13124","481","22","457","305.12"
"2025-09-25","23","9628","8820","351","30","889","584.8500000000001"
"2025-09-26","0","12678","23366","558","150","812","536.8800000000008"
"2025-09-26","1","8985","16130","404","126","1058.5","693.3700000000007"
"2025-09-26","2","7559","14320","331","108","773","504.64999999999975"
"2025-09-26","3","7240","11239","338","97","403.5","264.1799999999998"
"2025-09-26","4","9152","10306","344","59","544","362.3999999999999"
"2025-09-26","5","13977","16009","371","64","564.5","367.5999999999999"
"2025-09-26","6","17179","20027","522","80","1086.5","713.7000000000006"
"2025-09-26","7","17973","21069","715","126","2093.2000000000007","1364.1000000000026"
"2025-09-26","8","22503","26835","892","166","2177.1000000000045","1441.1500000000042"
"2025-09-26","9","26064","30817","1031","190","2424.2000000000053","1607.8500000000054"
"2025-09-26","10","26985","31137","1051","190","2398.3000000000043","1587.2000000000046"
"2025-09-26","11","29730","34307","1092","214","2182.3000000000034","1451.9000000000058"
"2025-09-26","12","28483","32081","1085","367","4860.399999999985","3109.4400000000032"
"2025-09-26","13","26265","25767","964","229","2244.5000000000027","1511.000000000002"
"2025-09-26","14","25012","24598","869","220","2080.1000000000017","1382.4500000000012"
"2025-09-26","15","20881","22498","854","185","1014.3999999999994","687.6999999999994"
"2025-09-26","16","27256","27804","1053","126","1073.1200000000008","726.0799999999995"
"2025-09-26","17","34309","32885","1083","94","932.66","614.86"
"2025-09-26","18","25953","23952","890","213","1318.1100000000013","886.4799999999997"
"2025-09-26","19","24317","22214","743","118","974.3999999999999","651.5999999999998"
"2025-09-26","20","21266","19637","670","26","741.3399999999999","487.37"
"2025-09-26","21","18634","17180","538","27","914.86","615.4299999999998"
"2025-09-26","22","15533","14007","485","22","580.4","398.7"
"2025-09-26","23","11132","10056","400","18","463.19999999999993","312.04999999999995"
"2025-09-27","0","14127","24817","519","174","484.5999999999999","332.11000000000064"
"2025-09-27","1","9679","13662","438","99","282.8999999999997","190.52999999999986"
"2025-09-27","2","6668","7935","390","120","618.9999999999994","427.0099999999996"
"2025-09-27","3","5513","5574","383","136","478.09999999999934","338.29999999999944"
"2025-09-27","4","6012","5982","300","78","571.2999999999993","385.94999999999914"
"2025-09-27","5","7697","8031","415","101","368.5999999999989","260.6500000000002"
"2025-09-27","6","13161","13818","436","97","972.7999999999992","651.8999999999997"
"2025-09-27","7","9869","11623","534","111","1109.7","742.6999999999999"
"2025-09-27","8","13804","16103","652","144","1591.200000000004","1056.2000000000005"
"2025-09-27","9","18669","21200","783","140","1535.300000000003","1025.4499999999998"
"2025-09-27","10","21878","24628","992","132","1088.000000000001","725.7499999999997"
"2025-09-27","11","24518","26764","1038","139","1059.5","712.05"
"2025-09-27","12","26308","28018","1025","358","4313","2807.099999999999"
"2025-09-27","13","27185","28140","1036","247","1440.88","965.36"
"2025-09-27","14","27279","28362","1085","283","1564.5","1044.4499999999998"
"2025-09-27","15","27288","27849","1097","279","1498","996.6000000000003"
"2025-09-27","16","17922","20610","684","70","1257.3","836.5299999999999"
"2025-09-27","17","13073","16349","655","54","1092.25","720.3999999999996"
"2025-09-27","18","12090","15097","592","44","951.3","625.6999999999998"
"2025-09-27","19","11232","13888","505","55","974.8199999999999","636.8299999999997"
"2025-09-27","20","9950","12186","491","34","955","633.3999999999999"
"2025-09-27","21","8174","8691","419","24","819.6999999999999","537.08"
"2025-09-27","22","7021","7156","371","28","751.6999999999999","496.9800000000001"
"2025-09-27","23","5603","5413","328","16","410.4","267.9"
"2025-09-28","0","13678","22480","552","198","659.6999999999999","439.8800000000012"
"2025-09-28","1","9381","12200","417","94","371.89999999999986","253.66999999999985"
"2025-09-28","2","6755","7170","385","90","245.70000000000013","173.57"
"2025-09-28","3","5143","4981","309","101","306.8999999999992","218.40000000000012"
"2025-09-28","4","5406","5261","286","85","438.8999999999993","313.3999999999993"
"2025-09-28","5","6475","6428","370","112","226.40000000000023","168.45000000000016"
"2025-09-28","6","12229","12436","400","111","384.0999999999991","279.29999999999944"
"2025-09-28","7","8289","9180","483","123","377.19999999999925","259.34999999999985"
"2025-09-28","8","10706","12177","571","148","840.1999999999991","555.5999999999995"
"2025-09-28","9","14546","16721","834","220","1271.0000000000045","864.2000000000005"
"2025-09-28","10","18228","19864","882","165","1689.1000000000022","1115.5500000000022"
"2025-09-28","11","20228","21664","856","162","1512","1011.5"
"2025-09-28","12","22803","23612","938","412","3872.3","2551.880000000001"
"2025-09-28","13","23510","24234","989","278","1646.0700000000002","1092.34"
"2025-09-28","14","23670","24574","989","265","1400.36","930.3199999999999"
"2025-09-28","15","15053","17677","715","73","1389.06","914.2299999999997"
"2025-09-28","16","13659","16958","595","41","970","635.5"
"2025-09-28","17","13327","16892","635","50","1172","778.6499999999996"
"2025-09-28","18","12200","15319","629","57","1202.4000000000015","788.8499999999995"
"2025-09-28","19","12905","15345","556","44","911.1999999999998","603.5299999999997"
"2025-09-28","20","12006","14615","526","36","962.8","639.48"
"2025-09-28","21","10683","13176","509","32","679.9999999999999","451.8299999999999"
"2025-09-28","22","8488","10114","428","25","553","360.6"
"2025-09-28","23","6445","7656","383","36","601.3","402.6499999999999"
"2025-09-29","0","11280","21509","508","174","683.1999999999998","462.2899999999998"
"2025-09-29","1","7611","14107","365","122","402.2999999999996","280.3899999999999"
"2025-09-29","2","5652","8614","316","110","254.8000000000002","181.4400000000002"
"2025-09-29","3","5324","6684","367","142","311.3999999999986","232.98000000000022"
"2025-09-29","4","6506","6374","330","112","704.0999999999989","489.99999999999886"
"2025-09-29","5","10495","11011","443","140","316.1999999999985","239.0700000000004"
"2025-09-29","6","15593","16760","552","153","1135.8000000000054","764.0099999999987"
"2025-09-29","7","13908","15589","439","94","817.2999999999997","539.0800000000008"
"2025-09-29","8","18860","21936","747","149","1087.75","714.2500000000019"
"2025-09-29","9","21689","24887","805","112","945","627.000000000001"
"2025-09-29","10","22740","25588","870","106","2453","1597.2000000000003"
"2025-09-29","11","28494","32230","1028","111","2450","1598.6999999999998"
"2025-09-29","12","26497","28878","970","129","2357.5","1539.7500000000002"
"2025-09-29","13","26189","28197","1047","225","1606.97","1067.7299999999998"
"2025-09-29","14","26299","28358","974","197","1567","1032.5"
"2025-09-29","15","18968","22229","946","233","2010","1342.1999999999998"
"2025-09-29","16","15902","15708","735","195","1365.5","917.0000000000001"
"2025-09-29","17","15168","15069","809","226","1163.69","791.4300000000001"
"2025-09-29","18","14049","13838","633","200","3112.7000000000016","2041.850000000002"
"2025-09-29","19","13644","13104","572","30","695.5999999999999","464.6999999999999"
"2025-09-29","20","13233","12575","549","36","742.4999999999999","488.4"
"2025-09-29","21","11285","10813","505","27","647.8","425.75"
"2025-09-29","22","10170","9116","448","34","781.6999999999999","523.0999999999999"
"2025-09-29","23","7170","6594","366","28","527.5999999999999","345.60999999999996"
"2025-09-30","0","11514","20801","533","168","795.7399999999996","535.4599999999999"
"2025-09-30","1","7830","14018","436","148","446.09999999999945","306.58999999999924"
"2025-09-30","2","5831","8193","361","139","332.69999999999925","239.26999999999998"
"2025-09-30","3","5581","5774","333","124","679.2999999999987","469.79999999999893"
"2025-09-30","4","7572","8057","360","105","243.20000000000033","181.30000000000032"
"2025-09-30","5","11676","12921","395","107","475.7999999999988","332.14999999999884"
"2025-09-30","6","19645","21554","602","140","1210.000000000005","806.8999999999987"
"2025-09-30","7","16670","19432","731","117","739.4999999999999","504.0499999999999"
"2025-09-30","8","21818","25568","962","103","922","608.4"
"2025-09-30","9","29665","33277","981","79","793.5","526.3"
"2025-09-30","10","25091","28671","968","89","1093.5","719.45"
"2025-09-30","11","27355","30649","1035","145","1813.01","1197.11"
"2025-09-30","12","28295","31876","1153","168","2110.5","1386.8999999999999"
"2025-09-30","13","26894","29967","977","282","1833.5","1219.9000000000021"
"2025-09-30","14","26932","30321","916","266","1784.5","1195.4500000000019"
"2025-09-30","15","26898","29712","1054","374","3226","2137.9999999999955"
"2025-09-30","16","24748","24826","913","162","881.75","602.1700000000001"
"2025-09-30","17","16291","17640","665","43","1473.5","979.6499999999999"
"2025-09-30","18","15463","17102","590","45","1154.2000000000007","767.1499999999997"
"2025-09-30","19","15117","16111","649","35","776.8999999999999","512.3999999999999"
"2025-09-30","20","14752","15570","615","37","825.6999999999998","541.7999999999997"
"2025-09-30","21","12882","13042","557","31","940.5","619.5499999999997"
"2025-09-30","22","10718","10835","470","35","804.8","542.31"
"2025-09-30","23","7684","7497","389","23","738.77","504.33"
"2025-10-01","0","13326","24887","583","113","767.9999999999999","507.72000000000014"
"2025-10-01","1","8679","10069","441","79","637.9999999999997","426.39999999999964"
"2025-10-01","2","6387","6631","371","98","682.4999999999994","456.29999999999933"
"2025-10-01","3","6474","6824","350","135","922.6999999999988","635.249999999999"
"2025-10-01","4","8506","8814","371","121","539.9999999999989","376.19999999999885"
"2025-10-01","5","12271","13548","501","165","900.4999999999986","610.5999999999991"
"2025-10-01","6","15137","19425","556","126","986.6999999999988","665.199999999999"
"2025-10-01","7","14802","17912","713","138","1141.9000000000042","770.6499999999996"
"2025-10-01","8","18628","23734","835","126","1983","1291.050000000001"
"2025-10-01","9","23366","28594","969","142","2335.5","1522.2500000000014"
"2025-10-01","10","20972","23750","808","86","1258","825.4499999999999"
"2025-10-01","11","27858","33223","1172","120","2448.19","1601.5999999999995"
"2025-10-01","12","25650","27692","902","218","4179","2724.8499999999995"
"2025-10-01","13","24645","25242","970","114","1855.19","1215.7699999999998"
"2025-10-01","14","24522","24867","951","122","1372.25","899.8000000000001"
"2025-10-01","15","24467","24878","940","113","1721.75","1125.4"
"2025-10-01","16","22425","23306","851","181","1262.7","830.3"
"2025-10-01","17","14951","15463","663","181","1380.8","916.6800000000002"
"2025-10-01","18","14393","14423","671","184","1376.800000000001","925.5999999999999"
"2025-10-01","19","13820","13295","648","195","1082.7000000000007","725.1500000000001"
"2025-10-01","20","13175","12365","562","92","1693.9","1121.3499999999997"
"2025-10-01","21","11562","10602","529","47","1215.8000000000004","806.9300000000001"
"2025-10-01","22","9632","8689","468","23","677.1999999999999","445.7"
"2025-10-01","23","6996","6147","357","30","603.3","408.04999999999995"
"2025-10-02","0","12765","22293","589","100","777.4999999999997","527.3799999999995"
"2025-10-02","1","8689","10083","423","69","645.3999999999995","445.79999999999944"
"2025-10-02","2","7021","7157","422","79","324.49999999999955","224.35000000000005"
"2025-10-02","3","6533","6799","453","124","559.6999999999992","378.84999999999934"
"2025-10-02","4","8554","9111","432","125","548.799999999999","383.599999999999"
"2025-10-02","5","12547","13833","520","132","894.399999999999","607.2999999999992"
"2025-10-02","6","13987","16348","659","135","759.2999999999988","520.9999999999987"
"2025-10-02","7","15644","18653","784","191","1753.2000000000044","1177.7000000000053"
"2025-10-02","8","20404","25030","855","170","1389.2400000000025","925.3300000000012"
"2025-10-02","9","23325","27889","960","130","2203","1451.7000000000003"
"2025-10-02","10","23362","25298","899","110","1715","1133.4499999999998"
"2025-10-02","11","25330","27096","913","141","2198.55","1453.5299999999997"
"2025-10-02","12","25052","25960","966","122","1828.6","1209.51"
"2025-10-02","13","24792","25649","896","67","955.25","635.3500000000001"
"2025-10-02","14","23592","23546","858","51","1482.5","978.6999999999997"
"2025-10-02","15","23726","23352","794","149","2555.0199999999995","1708.8300000000004"
"2025-10-02","16","23966","23284","841","56","1363.8","886.9299999999996"
"2025-10-02","17","23450","21540","773","36","1089.6399999999999","707.7699999999999"
"2025-10-02","18","14455","14183","622","43","962.4599999999998","633.86"
"2025-10-02","19","12283","11640","572","38","912.3499999999999","605.9799999999999"
"2025-10-02","20","11541","10558","593","39","957.7999999999997","621.3799999999997"
"2025-10-02","21","10428","9624","525","37","833.6999999999998","557.93"
"2025-10-02","22","9050","8066","521","39","855.9999999999999","554.1299999999999"
"2025-10-02","23","6404","5528","328","30","586.5","382.58"
"2025-10-03","0","11897","20474","536","68","824.4999999999998","543.55"
"2025-10-03","1","8458","11557","414","80","563.9999999999995","383.5499999999995"
