"dh.date","dh.hour","sessions","impressions","clicks","conversions","revenue","payout"
"2025-11-28","13","35056","32207","1135","193","3120.389999999998","1949.3399999999992"
"2025-11-28","14","35203","31699","1090","247","3456.5999999999976","2105.4600000000023"
"2025-11-28","15","33147","30917","1008","111","2329.5499999999975","1529.9199999999985"
"2025-11-28","16","33928","31225","1038","119","2338.8799999999974","1527.699999999998"
"2025-11-28","17","33372","30768","927","93","2257.9099999999994","1457.879999999999"
"2025-11-28","18","31491","28499","895","78","1458.6899999999982","954.1999999999997"
"2025-11-28","19","28890","25532","763","73","1656.4999999999993","1072.2499999999993"
"2025-11-28","20","26677","23020","754","67","1491.199999999999","983.49"
"2025-11-28","21","23779","20879","651","63","1262.4999999999986","823.7099999999998"
"2025-11-28","22","20391","16832","551","60","1085.4499999999994","726.24"
"2025-11-28","23","15284","12612","460","52","1200.7999999999988","800.0299999999999"
"2025-11-29","0","15821","20955","710","235","1303.039999999999","809.7400000000002"
"2025-11-29","1","10970","12352","474","154","812.5000000000001","485.0399999999999"
"2025-11-29","2","7683","7785","376","116","645.69","430.97999999999996"
"2025-11-29","3","6878","6818","371","110","766.0699999999999","498.9699999999999"
"2025-11-29","4","6957","6846","325","107","553.1","348.6700000000001"
"2025-11-29","5","8523","8944","338","105","486.8500000000001","319.2"
"2025-11-29","6","14104","15219","386","102","420.75000000000006","283.3399999999999"
"2025-11-29","7","20949","20181","545","149","1051.8999999999992","668.4900000000001"
"2025-11-29","8","26103","24711","745","186","1705.8999999999994","1080.2399999999996"
"2025-11-29","9","32253","30979","988","327","3518.9499999999994","2241.33"
"2025-11-29","10","35808","33337","1074","358","2614.2999999999993","1599.7499999999986"
"2025-11-29","11","30573","29030","1378","269","2703.3999999999987","1775.8399999999915"
"2025-11-29","12","31416","29528","1029","153","2835.849999999999","1874.2399999999948"
"2025-11-29","13","32838","30406","954","70","1716.6499999999994","1126.7299999999996"
"2025-11-29","14","32120","31178","821","72","1503.7999999999993","937.0399999999997"
"2025-11-29","15","31643","30041","803","64","1758.0499999999995","1143.86"
"2025-11-29","16","31282","29429","789","62","1641.2999999999993","1050.7399999999998"
"2025-11-29","17","31941","29713","727","58","1294.2999999999988","834.2199999999999"
"2025-11-29","18","30040","27868","786","64","1480.1499999999992","961.98"
"2025-11-29","19","27568","24964","696","65","1315.7399999999993","855.1999999999999"
"2025-11-29","20","25320","22479","622","58","1333.4099999999994","853.6099999999997"
"2025-11-29","21","22924","20037","607","38","1076.6999999999996","672.9799999999999"
"2025-11-29","22","19062","17076","463","48","924.1000000000001","594.22"
"2025-11-29","23","14983","13381","367","42","1061.9999999999998","694.2399999999998"
"2025-11-30","0","14381","19191","667","208","948.6500000000001","546.68"
"2025-11-30","1","10008","11745","479","121","859.2","508.0299999999999"
"2025-11-30","2","7362","7872","458","124","699.0500000000001","421.78"
"2025-11-30","3","5847","6085","337","94","332.85","211.89000000000001"
"2025-11-30","4","6398","6909","333","92","481.06","323.34"
"2025-11-30","5","7188","7416","257","84","528.5500000000001","359.45"
"2025-11-30","6","12578","13575","335","112","567.4","362.07000000000005"
"2025-11-30","7","18835","17817","388","120","565.9000000000001","349.15"
"2025-11-30","8","23274","21573","498","147","790.35","484.63000000000005"
"2025-11-30","9","29290","26937","698","197","1222.8999999999996","747.1400000000006"
"2025-11-30","10","38939","36251","871","231","1514.249999999999","959.6000000000003"
"2025-11-30","11","30183","28056","926","208","1487.5499999999993","997.8400000000004"
"2025-11-30","12","27522","24937","957","262","2505.4499999999994","1723.289999999999"
"2025-11-30","13","27840","26268","826","76","1463.1499999999992","981.4099999999999"
"2025-11-30","14","28168","26495","795","76","1961.5499999999993","1300.9599999999994"
"2025-11-30","15","28796","26907","767","74","1491.5999999999995","1006.04"
"2025-11-30","16","27534","26288","632","76","1511.3499999999992","1007.8699999999999"
"2025-11-30","17","26904","26707","670","83","1650.249999999999","1096.2499999999989"
"2025-11-30","18","25794","25255","608","70","1496.3499999999992","989.4699999999997"
"2025-11-30","19","24760","24110","625","73","1308.699999999999","869.3899999999996"
"2025-11-30","20","23339","21783","607","61","1222.8499999999995","801.4499999999997"
"2025-11-30","21","20601","19687","554","70","1561.2499999999993","1050.6499999999999"
"2025-11-30","22","18160","16625","483","62","1110.099999999999","740.93"
"2025-11-30","23","13083","11925","361","47","875.7700000000001","581.8000000000001"
"2025-12-01","0","13814","16968","512","63","893.0500000000001","586.4"
"2025-12-01","1","8094","7485","442","67","814.85","523.81"
"2025-12-01","2","5434","4797","338","43","676.45","456.73999999999995"
"2025-12-01","3","4818","4246","263","149","2112.7","1370.4399999999996"
"2025-12-01","4","5906","5376","258","22","175.1","114.52"
"2025-12-01","5","8806","8399","348","50","680.7000000000002","424.03000000000003"
"2025-12-01","6","12412","12659","436","71","1070.55","672.92"
"2025-12-01","7","16167","16392","659","98","1365.1999999999998","816.4900000000001"
"2025-12-01","8","22245","23223","845","145","2252.3999999999996","1381.6199999999994"
"2025-12-01","9","25196","26614","940","145","2235.0899999999992","1409.2899999999981"
"2025-12-01","10","41641","42960","1067","146","2495.0499999999997","1617.899999999999"
"2025-12-01","11","45343","46663","1197","186","2605.349999999999","1707.7799999999993"
"2025-12-01","12","44448","47246","1118","268","3704.749999999999","2406.5900000000006"
"2025-12-01","13","45542","49305","1230","171","1923.3499999999997","1280.8799999999997"
"2025-12-01","14","42477","45548","1157","292","2811.149999999999","1868.6699999999985"
"2025-12-01","15","41169","43588","1312","201","1911.9499999999994","1269.3099999999988"
"2025-12-01","16","40056","40799","1240","183","1451.7999999999993","969.9000000000001"
"2025-12-01","17","40311","40959","1140","217","1828.0499999999993","1225.1599999999996"
"2025-12-01","18","39297","38988","1273","228","1756.919999999999","1166.7699999999998"
"2025-12-01","19","47655","46089","1169","229","1590.599999999999","1069.3999999999996"
"2025-12-01","20","40669","38862","1232","274","1197.849999999999","810.4800000000001"
"2025-12-01","21","35223","33340","1220","282","1472.8999999999992","993.1600000000001"
"2025-12-01","22","29014","26817","1156","264","1283.2099999999991","862.3900000000004"
"2025-12-01","23","19569","17514","813","189","995.8000000000002","673.7700000000001"
"2025-12-02","0","12103","17600","673","154","839.6000000000001","569.5300000000002"
"2025-12-02","1","8364","9671","469","112","569.3","398.4599999999999"
"2025-12-02","2","6274","6883","412","104","531.6000000000001","360.30999999999983"
"2025-12-02","3","5968","6312","350","93","354.15000000000003","244.59999999999997"
"2025-12-02","4","7260","8203","290","57","415.05","272.9000000000001"
"2025-12-02","5","10287","11161","377","82","571.25","387.18000000000023"
"2025-12-02","6","18253","19216","396","69","943.0500000000001","632.4600000000002"
"2025-12-02","7","24698","22048","539","80","1122.5499999999997","747.1800000000002"
"2025-12-02","8","30561","27994","718","95","1030.7999999999997","685.0000000000003"
"2025-12-02","11","45043","45025","1049","143","1260.0999999999995","841.1300000000002"
"2025-12-02","12","43529","42074","1114","265","3562.95","2359.78"
"2025-12-02","13","42147","40712","1132","139","1329.1999999999998","900.5300000000004"
"2025-12-02","14","39903","38689","1129","153","1644.2999999999997","1084.0599999999997"
"2025-12-02","15","40400","38950","1282","166","1471.5999999999995","976.37"
"2025-12-02","16","41520","39641","1190","328","1324.9499999999998","908.5700000000005"
"2025-12-02","17","40322","38590","1149","486","2015.5999999999997","1362.2800000000002"
"2025-12-02","18","40302","39358","1303","194","1597.8299999999997","1065.3200000000004"
"2025-12-02","19","27108","25500","846","94","1223.2499999999995","813.2699999999999"
"2025-12-02","20","21773","19888","660","53","1105.4999999999995","729.9399999999997"
"2025-12-02","21","19234","17091","582","39","724.9000000000002","473.14999999999986"
"2025-12-02","22","15974","13521","525","38","840.0500000000001","550.0599999999998"
"2025-12-02","23","11572","9447","349","44","919.2","601.33"
"2025-12-03","0","13261","19343","675","199","591.0000000000001","409.77000000000027"
"2025-12-03","1","9026","9268","377","97","510.20000000000005","345.7800000000001"
"2025-12-03","2","7497","7486","397","111","419.5500000000001","286.69999999999976"
"2025-12-03","3","7208","7054","362","92","317.05","214.36999999999986"
"2025-12-03","4","8954","9094","392","119","504.15000000000003","340.7399999999999"
"2025-12-03","5","12982","13648","432","117","668.3000000000001","450.0700000000001"
"2025-12-03","6","20915","21836","607","124","1000.74","668.9600000000005"
"2025-12-03","7","27824","36708","795","178","1285.7499999999995","854.7099999999999"
"2025-12-03","8","31417","42087","783","215","1408.5999999999995","948.1900000000003"
"2025-12-03","9","36027","47833","966","307","1607.15","1078.7699999999995"
"2025-12-03","11","44287","47021","1130","456","2589.779999999999","1727.0499999999968"
"2025-12-03","12","40995","40194","1251","540","3685.019999999999","2474.5600000000018"
"2025-12-03","13","27059","26645","873","165","2254.85","1493.0699999999933"
"2025-12-03","14","26687","26298","821","135","1501.2899999999995","1009.4400000000015"
"2025-12-03","15","26658","25994","792","102","1156.3599999999994","773.9200000000013"
"2025-12-03","16","27530","26921","796","106","1529.4499999999994","1011.6500000000007"
"2025-12-03","17","28431","27817","813","77","1753.799999999999","1167.089999999999"
"2025-12-03","18","27548","26476","750","59","1246.9499999999994","819.0299999999999"
"2025-12-03","19","25210","24572","749","51","1252.3999999999994","833.4399999999997"
"2025-12-03","20","23332","22298","729","66","1332.499999999999","879.81"
"2025-12-03","21","20076","18717","580","56","1049.0999999999997","689.0399999999998"
"2025-12-03","22","16228","15120","514","47","1293.2499999999995","874.28"
"2025-12-03","23","11641","10372","379","31","847.35","559.47"
"2025-12-04","0","13259","20322","639","201","777.9100000000001","545.0300000000002"
"2025-12-04","1","8912","9971","428","147","663.95","462.4400000000001"
"2025-12-04","2","6851","9251","320","123","488.6500000000001","331.59000000000003"
"2025-12-04","3","6904","9878","403","129","558.73","375.76999999999987"
"2025-12-04","4","8781","12981","393","126","419.70000000000005","289.1900000000001"
"2025-12-04","5","12567","18449","388","106","1007.2500000000001","670.359999999999"
"2025-12-04","6","20875","31150","475","110","568.9","380.87000000000035"
"2025-12-04","7","29439","42505","663","169","759.8000000000001","508.0900000000003"
"2025-12-04","8","35456","49749","795","149","1021.7400000000002","682.5000000000001"
"2025-12-04","9","39189","54370","986","376","3310.77","2228.26"
"2025-12-04","10","44282","60721","1006","374","2129.8499999999995","1439.3799999999999"
"2025-12-04","11","47519","63457","1080","362","2351.129999999999","1587.6999999999994"
"2025-12-04","12","44241","57388","986","282","1732.6099999999997","1166.5400000000002"
"2025-12-04","13","42796","55423","914","239","1953.9499999999996","1303.55"
"2025-12-04","14","39532","49238","731","101","1596.2499999999993","1055.1900000000003"
"2025-12-04","15","41128","52828","749","89","1140.5899999999997","747.66"
"2025-12-04","16","41636","50355","741","101","1431.4299999999994","940.1899999999998"
"2025-12-04","17","42597","41007","738","57","956.1000000000001","642.0400000000001"
"2025-12-04","18","41974","39562","589","54","754.5500000000001","501.7700000000001"
"2025-12-04","19","47950","45508","1187","65","1320.7999999999997","872.86"
"2025-12-04","20","41389","38672","764","84","1424.0499999999993","934.7700000000002"
"2025-12-04","21","35373","33355","709","61","1053.5499999999997","692.0799999999998"
"2025-12-04","22","30283","28758","614","58","690.4000000000001","467.65999999999997"
"2025-12-04","23","18778","17344","495","39","728.7500000000001","478.28999999999996"
"2025-12-05","0","13154","19183","560","146","595.2700000000001","421.0300000000002"
"2025-12-05","1","8634","10341","457","132","708.6099999999999","478.1600000000001"
"2025-12-05","2","5526","6074","338","105","823.3","546.32"
"2025-12-05","3","5468","6263","327","100","262.3","182.17"
"2025-12-05","4","8793","10290","420","114","645.65","436.8900000000001"
"2025-12-05","5","13373","15640","461","108","704.85","470.4900000000001"
"2025-12-05","6","20779","24192","586","94","874.55","577.229999999999"
"2025-12-05","7","28022","28837","739","115","1478.6499999999996","970.4299999999976"
"2025-12-05","8","34305","34838","924","68","1488.5499999999997","983.1899999999995"
"2025-12-05","9","38785","39859","1002","76","1766.7999999999997","1170.1199999999992"
"2025-12-05","10","45464","45140","1068","105","2154.4499999999994","1424.9399999999985"
"2025-12-05","11","47231","47028","978","99","1937.0399999999995","1289.4199999999992"
"2025-12-05","12","46054","58537","953","105","1600.4099999999996","1075.7199999999998"
"2025-12-05","13","44991","56336","876","104","1970.2999999999995","1331.8799999999999"
"2025-12-05","14","41549","50728","886","93","1595.1999999999998","1050.4799999999993"
"2025-12-05","15","41610","50603","884","215","3346.0499999999997","2218.6300000000006"
"2025-12-05","16","40921","49131","829","88","1189.2299999999996","789.6799999999997"
"2025-12-05","17","42503","48132","868","96","1365.849999999999","902.8899999999999"
"2025-12-05","18","41903","40202","655","61","961.23","639.87"
"2025-12-05","19","49650","47850","616","66","887.49","578.9100000000001"
"2025-12-05","20","41713","39815","493","51","661.85","446.5200000000001"
"2025-12-05","21","37065","34961","446","59","394.2500000000001","257.4800000000001"
"2025-12-05","22","31656","30100","388","44","802.85","535.78"
"2025-12-05","23","22364","21256","334","34","537.7500000000001","351.85000000000014"
"2025-12-06","0","14709","21536","441","138","742.3000000000001","501.30000000000086"
"2025-12-06","1","9788","14036","403","120","362.35","248.4800000000003"
"2025-12-06","2","7295","10142","302","103","347.90000000000003","238.0500000000002"
"2025-12-06","3","5556","7385","293","97","307.70000000000005","211.7900000000002"
"2025-12-06","4","6656","9895","282","81","281.6","192.75000000000017"
"2025-12-06","5","8212","12295","270","78","290.25","196.78000000000017"
"2025-12-06","6","14624","23077","331","86","371.90000000000003","250.31000000000017"
"2025-12-06","7","21418","30983","431","99","599.95","404.76000000000005"
"2025-12-06","8","27155","36494","647","162","1103.0499999999993","734.48"
"2025-12-06","9","32906","41818","792","80","1185.8499999999997","777.6700000000001"
"2025-12-06","10","42991","53914","952","108","1280.3499999999992","846.8100000000001"
"2025-12-06","11","46103","44048","910","83","1535.5499999999993","1016.9199999999998"
"2025-12-06","12","48046","46030","633","178","2755.0499999999993","1846.4799999999996"
"2025-12-06","13","47625","45814","696","81","1327.849999999999","862.13"
"2025-12-06","14","45317","42915","644","76","1352.5499999999995","892.1399999999998"
"2025-12-06","15","44684","42542","712","64","1085.6599999999996","712.3999999999997"
"2025-12-06","16","45364","42984","708","69","643.1000000000001","423.4400000000001"
"2025-12-06","17","45874","43289","755","74","911.57","598.9599999999998"
"2025-12-06","18","44947","41759","594","52","829.6000000000001","543.79"
"2025-12-06","19","45382","42367","516","51","673.4500000000002","439.72999999999985"
"2025-12-06","20","44010","40855","452","51","665.3700000000001","441.35999999999984"
"2025-12-06","21","36693","34064","396","46","482.5000000000001","318.2"
"2025-12-06","22","31729","29332","375","52","559.5500000000001","365.49999999999994"
"2025-12-06","23","22212","20614","258","42","434.55000000000007","285.41"
"2025-12-07","0","15477","22325","553","219","702.1000000000001","483.9600000000005"
"2025-12-07","1","10003","13145","494","169","554.75","384.34000000000043"
"2025-12-07","2","7021","9003","379","131","324.92","223.13000000000025"
"2025-12-07","3","6136","7642","324","108","310.70000000000005","208.1900000000002"
"2025-12-07","4","6299","9050","280","96","230.54999999999998","159.61000000000013"
"2025-12-07","5","7773","11418","248","66","202.6","142.05000000000013"
"2025-12-07","6","13498","21576","255","57","245.65","168.19999999999996"
"2025-12-07","7","19017","27220","418","56","356.90000000000015","237.81"
"2025-12-07","8","23051","31379","518","62","474.2000000000003","314.8799999999998"
"2025-12-07","9","27565","36075","618","68","848.1500000000001","563.6500000000002"
"2025-12-07","10","38423","51280","658","77","643.3500000000003","435.02999999999975"
"2025-12-07","11","41970","54610","738","195","2614.499999999999","1755.2899999999995"
"2025-12-07","12","40760","46671","542","81","1163.4499999999994","761.1600000000001"
"2025-12-07","13","41645","39649","560","55","532.8200000000002","346.90999999999997"
"2025-12-07","14","40099","37921","814","67","1063.8999999999994","700.1599999999997"
"2025-12-07","15","40575","38160","520","63","895.0000000000002","581.4399999999998"
"2025-12-07","16","40490","38826","597","66","891.4300000000002","581.99"
"2025-12-07","17","39183","37268","527","53","772.6500000000001","503.89"
"2025-12-07","18","36869","34688","636","76","703.1500000000001","461.22999999999985"
"2025-12-07","19","43894","42343","693","74","516.2800000000003","345.92999999999967"
"2025-12-07","20","35982","34817","626","67","932.6500000000002","624.3399999999998"
"2025-12-07","21","30741","29448","645","66","453.0000000000002","300.3399999999998"
"2025-12-07","22","26225","25036","567","57","773.5","528.8799999999998"
"2025-12-07","23","17164","16012","532","51","295.1500000000001","197.15"
"2025-12-08","0","11681","18530","536","135","652.0500000000001","442.20000000000033"
"2025-12-08","1","8133","12111","373","86","462.7500000000001","313.93000000000006"
"2025-12-08","2","5982","8087","325","76","186.6","128.75999999999996"
"2025-12-08","3","5572","7888","307","73","242.6","171.41"
"2025-12-08","4","7066","10179","294","75","295.9000000000001","205.50000000000003"
"2025-12-08","5","10379","15210","341","98","397.1000000000001","273.02000000000004"
"2025-12-08","6","17408","26514","344","86","430.70000000000005","293.6700000000001"
"2025-12-08","7","23942","33689","451","127","506.15","343.1800000000004"
"2025-12-08","8","29615","39477","604","108","663.45","439.7800000000001"
"2025-12-08","9","33364","44325","677","121","1084.5999999999995","725.5799999999997"
"2025-12-08","10","41165","56734","748","120","1107.9499999999994","735.1400000000002"
"2025-12-08","11","43866","58499","842","239","2949.2999999999993","1997.3299999999997"
"2025-12-08","12","41111","53578","749","123","1276.4999999999995","838.1500000000002"
"2025-12-08","13","41656","41097","757","111","1095.9499999999991","723.3000000000002"
"2025-12-08","14","38253","37415","744","99","1320.0999999999997","872.0900000000001"
"2025-12-08","15","38461","37027","796","118","1433.5499999999997","947.5299999999999"
"2025-12-08","16","37434","35742","801","118","1402.15","929.7499999999998"
"2025-12-08","17","36873","35268","757","119","1321.5499999999997","863.4100000000001"
"2025-12-08","18","36272","34695","721","146","1171.9999999999995","770.2800000000001"
"2025-12-08","19","45160","43455","594","137","904.3000000000002","603.82"
"2025-12-08","20","37866","36105","649","155","878.6500000000002","590.81"
"2025-12-08","21","32066","30827","588","134","849.1000000000001","564.6299999999999"
"2025-12-08","22","26554","25186","551","123","858.0000000000001","565.0999999999998"
"2025-12-08","23","17286","16172","377","44","513.9000000000001","342.1100000000001"
"2025-12-09","0","10943","17096","303","55","407.2","271.9200000000002"
"2025-12-09","1","7609","11669","279","67","297.25000000000006","203.9599999999999"
"2025-12-09","2","5824","7682","280","68","300.55","205.44999999999993"
"2025-12-09","3","5513","7472","282","80","282.55","194.60000000000005"
"2025-12-09","4","7239","10422","244","59","153.75","107.85999999999999"
"2025-12-09","5","10660","15201","259","59","279.9000000000001","189.99999999999997"
"2025-12-09","6","17827","26769","351","98","524.1","352.1400000000004"
"2025-12-09","7","24472","34012","491","147","724.2","486.98000000000064"
"2025-12-09","8","30288","39358","580","124","894.1000000000001","593.559999999999"
"2025-12-09","9","34268","43216","702","106","1399.6999999999991","919.6499999999997"
"2025-12-09","10","41628","55500","805","131","814.14","542.7600000000001"
"2025-12-09","11","43097","56485","813","109","1132.6999999999996","760.22"
"2025-12-09","12","40566","41137","817","230","3301.35","2199.0499999999993"
"2025-12-09","13","40196","38440","773","87","963.9000000000001","655.0299999999999"
"2025-12-09","14","37461","35975","789","117","1729.0999999999995","1142.4299999999996"
"2025-12-09","15","38375","40646","830","77","592.1000000000001","389.06000000000006"
"2025-12-09","16","38284","37367","780","83","664.0500000000001","440.95000000000005"
"2025-12-09","17","38429","36852","869","82","95.09999999999997","67.79"
"2025-12-09","18","37747","36123","838","52","53.85","39.24000000000001"
"2025-12-09","19","44124","41837","808","70","70.94999999999996","52.46000000000002"
"2025-12-09","20","36305","34861","725","77","82.09999999999997","60.11000000000002"
"2025-12-09","21","30591","29522","704","77","82.54999999999998","59.63000000000002"
"2025-12-09","22","26415","25504","764","57","60","43.51000000000002"
"2025-12-09","23","17671","16225","565","58","65.05","50.15000000000004"
"2025-12-10","0","11572","17772","365","53","257.98","172.07999999999993"
"2025-12-10","1","7932","12103","326","73","459.9000000000001","306.68"
"2025-12-10","2","5906","8901","241","46","234.03","157.49000000000004"
"2025-12-10","3","5754","8670","305","70","296.75","201.52999999999997"
"2025-12-10","4","7634","9478","294","73","261.65000000000003","183.71000000000004"
"2025-12-10","5","11257","12190","340","95","702.15","464.29000000000025"
"2025-12-10","6","19355","20837","392","102","816.05","544.2699999999991"
"2025-12-10","7","25728","26570","527","124","886.3000000000001","588.6199999999977"
"2025-12-10","8","29514","28856","568","137","1089.8499999999995","718.0799999999977"
"2025-12-10","9","33052","31968","731","142","1067.5499999999993","704.599999999997"
"2025-12-10","10","40145","38942","862","197","1298.3999999999996","873.5699999999965"
"2025-12-10","11","41994","50036","849","174","2751.45","1828.0599999999995"
"2025-12-10","12","40978","53876","817","137","1911.3999999999999","1278.0499999999995"
"2025-12-10","13","40791","52760","857","99","1231.25","815.3400000000001"
"2025-12-10","14","38189","43786","940","113","1493.9499999999998","974.9300000000003"
"2025-12-10","15","39297","36693","914","103","1377.5999999999995","906.05"
"2025-12-10","16","40289","37264","903","143","1550.149999999999","1013.4599999999996"
"2025-12-10","17","40802","36881","907","163","894.3000000000001","591.9899999999988"
"2025-12-10","18","40590","35996","858","127","1037.3999999999999","678.8800000000001"
"2025-12-10","19","46231","42060","785","144","1836.71","1210.5899999999992"
"2025-12-10","20","40178","37053","651","110","979.1","640.3299999999999"
"2025-12-10","21","34896","31371","602","131","1199.6","783.7399999999998"
"2025-12-10","22","28515","26400","558","108","1026.85","704.58"
"2025-12-10","23","18754","16831","418","89","789.0500000000001","526.7099999999998"
"2025-12-11","0","12651","19649","450","91","332.1500000000001","223.75000000000045"
"2025-12-11","1","8187","11622","350","86","585.2","386.4400000000001"
"2025-12-11","2","6261","8774","277","48","246.10000000000002","165.4300000000001"
"2025-12-11","3","4412","4788","249","51","360.75","241.5700000000001"
"2025-12-11","4","5342","5923","295","58","378.46000000000004","256.1800000000001"
"2025-12-11","5","8321","8954","346","68","610.2","400.2400000000002"
"2025-12-11","6","17930","25729","407","75","598.5500000000001","400.69000000000045"
"2025-12-11","7","31186","48927","580","132","844.55","562.2199999999979"
"2025-12-11","8","37188","42942","758","254","2543.1099999999997","1700.0799999999963"
"2025-12-11","9","40147","38554","827","186","1377.9499999999994","919.5599999999969"
"2025-12-11","10","45984","43304","914","222","2040.5","1354.8599999999947"
"2025-12-11","11","47313","44178","890","137","1946.8499999999988","1324.7399999999982"
"2025-12-11","12","45461","41862","826","120","1886.1","1233.7699999999993"
"2025-12-11","13","45506","41621","991","118","1662.7499999999995","1091.1399999999992"
"2025-12-11","14","41985","37298","1021","136","1910.749999999999","1254.549999999999"
"2025-12-11","15","42946","40887","836","122","1582.1499999999992","1053.3299999999995"
"2025-12-11","16","43971","38137","845","112","1637.6499999999992","1071.9599999999994"
"2025-12-11","17","43478","36559","860","107","1075.0099999999993","708.0700000000002"
"2025-12-11","18","43766","35805","861","111","1329.0499999999993","877.3799999999999"
"2025-12-11","19","51732","44954","804","107","1014.45","671.59"
"2025-12-11","20","42644","36315","665","104","923.4000000000001","609.1900000000002"
"2025-12-11","21","36692","30907","594","124","706.9300000000001","477.94000000000017"
"2025-12-11","22","31027","27431","525","92","696.7500000000001","464.99"
"2025-12-11","23","19330","16588","494","88","923.6","623.6300000000002"
"2025-12-12","0","13073","19656","525","112","431.8","289.04000000000036"
"2025-12-12","1","9352","12916","460","87","774.8000000000001","525.6099999999997"
"2025-12-12","2","7343","10063","449","97","617.8199999999999","424.70000000000005"
"2025-12-12","3","7426","10614","401","83","679.35","449.23000000000013"
"2025-12-12","4","9609","14210","349","78","692.0999999999999","461.34000000000015"
"2025-12-12","5","14080","20159","416","70","590.8699999999999","387.5500000000003"
"2025-12-12","6","22378","34222","460","95","981.8499999999999","648.069999999999"
"2025-12-12","7","29627","44979","651","138","1856.6999999999998","1219.8999999999974"
"2025-12-12","8","34742","42641","815","164","1179.5499999999997","774.1199999999976"
"2025-12-12","9","39290","44790","1005","240","1809.5900000000001","1189.6399999999965"
"2025-12-12","10","46209","50917","1004","242","1877.37","1257.7799999999945"
"2025-12-12","11","48327","50868","941","259","3752.2199999999993","2502.2199999999975"
"2025-12-12","12","42718","48262","926","106","1560.489999999999","1033.7899999999997"
"2025-12-12","13","40224","53671","883","114","1285.74","846.8100000000002"
"2025-12-12","14","39305","49297","876","125","1515.7399999999996","1000.1099999999997"
"2025-12-12","15","41272","51654","803","112","1276.3999999999994","828.6299999999998"
"2025-12-12","16","42065","50212","773","112","1311.7499999999998","861.3899999999996"
"2025-12-12","17","43260","49761","701","92","1044.4500000000003","691.0299999999999"
"2025-12-12","18","43829","49197","849","109","1123.4499999999991","743.5399999999997"
"2025-12-12","19","51496","71093","837","107","1206.1999999999991","782.1000000000001"
"2025-12-12","20","42959","55985","784","87","770.3000000000002","502.9500000000002"
"2025-12-12","21","37538","47936","692","81","732.9500000000002","497.76000000000016"
"2025-12-12","22","32945","43577","567","70","837.7099999999999","552.8399999999999"
"2025-12-12","23","22528","26709","524","61","544.9000000000001","354.1200000000002"
"2025-12-13","0","15191","20609","459","107","651.6500000000001","441.6200000000007"
"2025-12-13","1","10228","13509","364","80","436.98","288.97000000000037"
"2025-12-13","2","7169","9883","332","73","360.3","235.62000000000026"
"2025-12-13","3","6014","9326","506","90","349.78000000000003","233.34000000000017"
"2025-12-13","4","6709","10512","295","42","245.45","162.17000000000013"
"2025-12-13","5","8500","14083","364","79","656.3599999999999","458.10000000000014"
"2025-12-13","6","14773","26668","607","152","1269.86","909.5499999999992"
"2025-12-13","7","21675","38136","630","164","1500.4999999999998","1061.5099999999986"
"2025-12-13","8","26986","41968","939","199","1493.0900000000001","1017.2299999999982"
"2025-12-13","9","33289","46161","1011","266","1702.4699999999993","1166.5299999999959"
"2025-12-13","10","41291","58350","865","225","1550.739999999999","1048.4199999999953"
"2025-12-13","11","44477","59771","797","199","1786.499999999999","1194.3899999999985"
"2025-12-13","12","47081","59797","797","120","1144.2499999999995","756.0600000000002"
"2025-12-13","13","47209","57244","830","121","1277.5499999999993","842.9599999999998"
"2025-12-13","14","44953","51377","780","123","1383.189999999999","911.8999999999997"
"2025-12-13","15","45133","51530","863","113","908.0500000000002","598.85"
"2025-12-13","16","45141","51048","832","114","1040.3500000000001","686.8899999999993"
"2025-12-13","17","45711","49484","888","115","903.4000000000001","599.25"
"2025-12-13","18","45067","49027","816","122","1237.6899999999994","822.7899999999998"
"2025-12-13","19","49332","63045","836","110","919.6000000000001","629.8199999999999"
"2025-12-13","20","41994","52842","742","93","712.6000000000001","461.6400000000002"
"2025-12-13","21","36796","46516","687","97","705.6000000000003","490.2900000000001"
"2025-12-13","22","31657","40487","650","87","505.20000000000016","332.53000000000014"
"2025-12-13","23","21809","24998","502","70","602.9000000000001","400.40000000000015"
"2025-12-14","0","15109","20147","460","108","453.55000000000007","303.89000000000067"
"2025-12-14","1","9622","13005","384","89","394.26000000000005","265.68000000000046"
"2025-12-14","2","7480","10335","544","104","495.58","337.8300000000003"
"2025-12-14","3","5890","9076","481","94","433.00000000000006","291.03000000000014"
"2025-12-14","4","5543","8897","305","66","320.61","218.7100000000002"
"2025-12-14","5","7294","12477","355","62","624.1500000000001","430.26000000000016"
"2025-12-14","6","12492","23096","439","103","758.0600000000001","550.8199999999993"
"2025-12-14","7","18604","33369","517","150","1206.4699999999998","863.8499999999987"
"2025-12-14","8","22622","35481","719","158","991.9900000000001","705.8699999999978"
"2025-12-14","9","27452","39169","754","173","1280.4099999999994","872.7299999999973"
"2025-12-14","10","37037","54299","758","187","1175.7799999999993","788.3799999999956"
"2025-12-14","11","40494","58073","751","158","1432.3499999999995","987.09"
"2025-12-14","12","41126","56073","731","106","1311.8999999999994","865.2400000000002"
"2025-12-14","13","41824","54647","785","133","998.2500000000001","659.5399999999996"
"2025-12-14","14","38669","48499","755","149","1075.049999999999","715.4399999999999"
"2025-12-14","15","39331","50045","710","129","836.7500000000001","560.3100000000001"
"2025-12-14","16","37165","45823","817","119","1092.7999999999988","754.8899999999999"
